type,quality,fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol
red,5,8.4,0.65,0.6,3.2,0.52,9.2
red,6,10.3,0.53,0.48,3.12,0.59,9.3
red,5,7.6,0.62,0.32,3.36,0.52,9.4
red,6,10.3,0.41,0.42,3.19,0.62,9.5
red,6,10.3,0.43,0.44,3.19,0.63,9.5
red,6,7.4,0.29,0.38,3.41,0.53,9.5
red,6,10.3,0.53,0.48,3.12,0.59,9.3
red,6,7.9,0.53,0.24,3.27,0.54,9.4
red,6,9,0.46,0.31,3.32,0.63,9.5
red,5,8.6,0.47,0.3,3.3,0.53,9.4
red,5,7.4,0.36,0.29,3.39,0.68,11
red,6,7.1,0.35,0.29,3.42,0.65,11
red,5,9.6,0.56,0.23,3.3,0.65,10.1
red,6,9.6,0.77,0.12,3.3,0.64,10.4
red,7,9.8,0.66,0.39,3.37,0.71,11.5
red,6,9.6,0.77,0.12,3.3,0.64,10.4
red,7,9.8,0.66,0.39,3.37,0.71,11.5
red,5,9.3,0.61,0.26,3.24,0.62,9.7
red,5,7.8,0.62,0.05,3.29,0.63,9.3
red,6,10.3,0.59,0.42,3.28,0.7,9.5
red,6,10,0.49,0.2,3.16,0.69,9.2
red,6,10,0.49,0.2,3.16,0.69,9.2
red,7,11.6,0.53,0.66,3.05,0.74,11.5
red,5,10.3,0.44,0.5,3.28,0.83,11.5
red,6,13.4,0.27,0.62,3.16,0.67,9.7
red,5,10.7,0.46,0.39,3.18,0.62,9.5
red,6,10.2,0.36,0.64,3.23,0.66,12.5
red,6,10.2,0.36,0.64,3.23,0.66,12.5
red,6,8,0.58,0.28,3.22,0.54,9.4
red,5,8.4,0.56,0.08,3.13,0.52,11
red,7,7.9,0.65,0.01,3.34,0.74,11.7
red,7,11.9,0.695,0.53,3.17,0.84,12.2
red,6,8.9,0.43,0.45,3.35,0.7,12.5
red,5,7.8,0.43,0.32,3.31,0.64,10.3
red,6,12.4,0.49,0.58,3.16,1,11.5
red,7,12.5,0.28,0.54,3.11,1.36,9.8
red,6,12.2,0.34,0.5,3.12,1.18,9.2
red,6,10.6,0.42,0.48,3.21,0.87,11.3
red,6,10.9,0.39,0.47,3.3,0.75,9.8
red,6,10.9,0.39,0.47,3.3,0.75,9.8
red,6,11.9,0.57,0.5,3.12,0.78,10.7
red,5,7,0.685,0,3.6,0.81,9.9
red,7,6.6,0.815,0.02,3.58,0.89,12.3
red,6,13.8,0.49,0.67,3.02,0.93,12
red,6,9.6,0.56,0.31,3.11,0.92,10
red,6,9.1,0.785,0,3.36,0.86,9.4
red,6,10.7,0.67,0.22,3.28,0.98,9.9
red,6,9.1,0.795,0,3.35,0.83,9.4
red,5,7.7,0.665,0,3.27,0.73,9.3
red,5,13.5,0.53,0.79,3.18,0.77,13
red,6,6.1,0.21,0.4,3.25,0.59,11.9
red,6,6.7,0.75,0.01,3.55,0.61,12.8
red,5,11.5,0.41,0.52,3.26,0.88,11
red,7,10.5,0.42,0.66,3.24,0.75,11.7
red,7,11.9,0.43,0.66,3.15,0.85,10.4
red,6,12.6,0.38,0.66,3.17,0.68,9.8
red,5,8.2,0.7,0.23,3.19,0.7,9.4
red,6,8.6,0.45,0.31,3.37,0.91,9.9
red,5,11.9,0.58,0.66,3.05,0.56,10
red,5,12.5,0.46,0.63,2.99,0.87,10.2
red,7,12.8,0.615,0.66,3.07,0.73,10
red,6,10,0.42,0.5,3.26,0.93,11.8
red,7,12.8,0.615,0.66,3.07,0.73,10
red,5,10.4,0.575,0.61,3.16,0.69,9
red,5,10.3,0.34,0.52,3.18,0.64,9.4
red,7,9.4,0.27,0.53,3.2,1.13,12
red,5,6.9,0.765,0.02,3.57,0.78,9.9
red,6,7.9,0.24,0.4,3.32,0.87,8.7
red,6,9.1,0.28,0.48,3.32,1.04,10.6
red,5,7.4,0.55,0.22,3.05,0.63,9.2
red,6,14,0.41,0.63,3.01,0.81,10.8
red,7,11.5,0.54,0.71,3.01,0.83,11.8
red,6,11.5,0.45,0.5,3.26,1.11,11
red,7,9.4,0.27,0.53,3.2,1.13,12
red,6,11.4,0.625,0.66,3.11,0.99,13.3
red,6,8.3,0.42,0.38,3.31,0.7,10.8
red,6,8.3,0.26,0.42,3.21,0.8,9.4
red,6,13.7,0.415,0.68,3.06,0.8,10
red,6,8.3,0.26,0.42,3.21,0.8,9.4
red,6,8.3,0.26,0.42,3.21,0.8,9.4
red,5,7.7,0.51,0.28,3.42,0.74,9.2
red,6,7.4,0.63,0.07,3.43,0.76,9.7
red,6,7.8,0.54,0.26,3.41,0.74,9.2
red,6,8.3,0.66,0.15,3.31,0.54,9.6
red,6,7.8,0.46,0.26,3.43,0.74,9.2
red,7,9.6,0.38,0.31,3.19,0.7,10
red,8,5.6,0.85,0.05,3.56,0.82,12.9
red,6,13.7,0.415,0.68,3.06,0.8,10
red,5,9.5,0.37,0.52,3.18,0.51,9.5
red,5,8.4,0.665,0.61,3.16,0.54,9.1
red,5,12.7,0.6,0.65,3.03,0.57,9.9
red,7,12,0.37,0.76,3.22,0.6,13
red,5,6.6,0.735,0.02,3.47,0.53,9.9
red,6,11.5,0.59,0.59,3.18,0.65,11
red,6,11.5,0.59,0.59,3.18,0.65,11
red,5,8.7,0.765,0.22,3.1,0.55,9.4
red,5,6.6,0.735,0.02,3.47,0.53,9.9
red,6,7.7,0.26,0.3,3.29,0.47,10.8
red,6,12.2,0.48,0.54,3.1,0.61,10.5
red,6,11.4,0.6,0.49,3.15,0.63,10.5
red,5,7.7,0.69,0.05,3.26,0.61,9.1
red,6,8.7,0.31,0.46,3.36,0.76,10.1
red,6,9.8,0.44,0.47,3.24,0.65,10.8
red,7,12,0.39,0.66,3.18,0.63,10.8
red,6,10.4,0.34,0.58,3.19,0.7,11.3
red,4,12.5,0.46,0.49,3.05,0.57,9.6
red,6,9,0.43,0.34,3.38,0.62,9.5
red,5,9.1,0.45,0.35,3.38,0.62,9.5
red,5,7.1,0.735,0.16,3.27,0.64,9.3
red,7,9.9,0.4,0.53,3.27,0.82,11.7
red,5,8.8,0.52,0.34,3.26,0.61,9.5
red,5,8.6,0.725,0.24,3.32,1.07,9.3
red,6,10.6,0.48,0.64,3.26,0.66,11.7
red,5,7,0.58,0.12,3.44,0.48,10.5
red,6,11.9,0.38,0.51,3.24,0.76,10.4
red,5,6.8,0.77,0,3.62,0.68,9.9
red,7,9.5,0.56,0.33,3.28,0.73,11.8
red,7,6.6,0.84,0.03,3.52,0.56,12.3
red,5,7.7,0.96,0.2,3.36,0.44,10.9
red,7,10.5,0.24,0.47,3.15,0.9,11
red,5,7.7,0.96,0.2,3.36,0.44,10.9
red,7,6.6,0.84,0.03,3.52,0.56,12.3
red,6,6.4,0.67,0.08,3.49,0.49,11.4
red,6,9.5,0.78,0.22,3.26,0.56,10.6
red,5,9.1,0.52,0.33,3.24,0.6,9.3
red,6,12.8,0.84,0.63,3.1,0.6,10.4
red,7,10.5,0.24,0.47,3.15,0.9,11
red,5,7.8,0.55,0.35,3.25,0.56,9.2
red,6,11.9,0.37,0.69,3,0.65,12.8
red,5,12.3,0.39,0.63,3.16,0.49,9.5
red,6,10.4,0.41,0.55,3.15,0.89,9.9
red,5,12.3,0.39,0.63,3.16,0.49,9.5
red,6,8,0.67,0.3,3.26,0.56,10.2
red,6,11.1,0.45,0.73,3.17,0.66,11.2
red,6,10.4,0.41,0.55,3.15,0.89,9.9
red,5,7,0.62,0.18,3.08,0.6,9.3
red,8,12.6,0.31,0.72,2.88,0.82,9.8
red,6,11.9,0.4,0.65,3.06,0.68,11.3
red,7,15.6,0.685,0.76,2.95,0.68,11.2
red,7,10,0.44,0.49,3.23,0.63,11.6
red,7,5.3,0.57,0.01,3.57,0.84,12.5
red,6,9.5,0.735,0.1,3.23,0.56,10.1
red,5,12.5,0.38,0.6,3.1,0.73,10.5
red,5,9.3,0.48,0.29,3.22,0.72,11.2
red,6,8.6,0.53,0.22,3.2,0.56,10.2
red,6,11.9,0.39,0.69,3.1,0.61,10.8
red,6,11.9,0.39,0.69,3.1,0.61,10.8
red,6,8.4,0.37,0.53,3.06,1.06,9.1
red,6,6.8,0.56,0.03,3.44,0.63,10
red,7,10.4,0.33,0.63,3.26,0.74,11.2
red,5,7,0.23,0.4,3.5,0.63,11.1
red,8,11.3,0.62,0.67,3.22,0.69,13.4
red,5,8.9,0.59,0.39,3.37,0.58,10.3
red,5,9.2,0.63,0.21,3.28,0.58,9.6
red,7,10.4,0.33,0.63,3.26,0.74,11.2
red,3,11.6,0.58,0.66,3.25,0.57,9
red,6,9.2,0.43,0.52,3.35,0.61,11.3
red,5,8.3,0.615,0.22,3.26,0.61,9.3
red,5,11,0.26,0.68,3.18,0.61,11.8
red,5,8.1,0.66,0.7,3.08,0.53,9
red,6,11.5,0.315,0.54,2.98,0.7,9.2
red,5,10,0.29,0.4,3.48,0.91,9.7
red,6,10.3,0.5,0.42,3.16,0.72,11.5
red,6,8.8,0.46,0.45,3.32,0.79,14
red,6,11.4,0.36,0.69,3.17,0.62,9.2
red,5,8.7,0.82,0.02,3.2,0.58,9.8
red,5,13,0.32,0.65,3.05,0.61,10.6
red,6,9.6,0.54,0.42,3.2,0.71,11.4
red,6,12.5,0.37,0.55,3.15,0.82,10.4
red,5,9.9,0.35,0.55,3.26,0.79,10.6
red,6,10.5,0.28,0.51,3.2,0.89,9.4
red,5,9.6,0.68,0.24,3.14,0.6,10.2
red,5,9.3,0.27,0.41,3.28,0.7,9.7
red,6,10.4,0.24,0.49,3.18,1.06,11
red,5,9.6,0.68,0.24,3.14,0.6,10.2
red,6,9.4,0.685,0.11,3.19,0.7,10.1
red,5,10.6,0.28,0.39,3.12,0.66,9.2
red,8,9.4,0.3,0.56,3.15,0.92,11.7
red,5,10.6,0.36,0.59,3.04,1.05,9.4
red,5,10.6,0.36,0.6,3.04,1.06,9.4
red,6,10.6,0.44,0.68,3.06,0.66,13.4
red,5,10.2,0.67,0.39,3.17,0.47,10
red,5,10.2,0.67,0.39,3.17,0.47,10
red,6,10.2,0.645,0.36,3.17,0.42,10
red,7,11.6,0.32,0.55,3.32,0.92,10.8
red,6,9.3,0.39,0.4,3.34,0.75,10.2
red,6,9.3,0.775,0.27,3.31,0.67,10.6
red,7,9.2,0.41,0.5,3.34,0.79,13.3
red,7,8.9,0.4,0.51,3.32,0.9,13.4
red,6,8.7,0.69,0.31,3.48,0.74,11.6
red,6,6.5,0.39,0.23,3.44,0.55,12.1
red,8,10.7,0.35,0.53,3.15,0.65,11
red,6,7.8,0.52,0.25,3.43,0.65,9
red,5,7.2,0.34,0.32,3.32,0.79,11.1
red,8,10.7,0.35,0.53,3.15,0.65,11
red,6,8.7,0.69,0.31,3.48,0.74,11.6
red,6,7.8,0.52,0.25,3.43,0.65,9
red,7,10.4,0.44,0.73,3.17,0.85,12
red,7,10.4,0.44,0.73,3.17,0.85,12
red,7,10.5,0.26,0.47,3.18,1.04,10.9
red,7,10.5,0.24,0.42,3.21,1.05,10.8
red,7,10.2,0.49,0.63,3.16,0.78,12.5
red,7,10.4,0.24,0.46,3.25,1.02,10.8
red,6,11.2,0.67,0.55,3.17,0.71,9.5
red,6,10,0.59,0.31,3.18,0.63,10.2
red,7,13.3,0.29,0.75,3.04,0.68,11.4
red,5,12.4,0.42,0.49,3.02,0.61,9.5
red,6,10,0.59,0.31,3.18,0.63,10.2
red,6,10.7,0.4,0.48,3.03,0.81,9.7
red,7,10.5,0.51,0.64,3.09,0.66,11.8
red,7,10.5,0.51,0.64,3.09,0.66,11.8
red,5,8.5,0.655,0.49,3.31,1.14,9.3
red,6,12.5,0.6,0.49,3.25,0.74,11.9
red,3,10.4,0.61,0.49,3.16,0.63,8.4
red,6,10.9,0.21,0.49,3.22,0.68,11.7
red,5,7.3,0.365,0.49,3.36,0.78,11
red,6,9.8,0.25,0.49,3.42,0.9,10
red,5,7.6,0.41,0.49,3.48,0.64,9.1
red,5,8.2,0.39,0.49,3.38,0.99,9.8
red,5,9.3,0.4,0.49,3.22,0.55,9.4
red,5,9.2,0.43,0.49,3.23,0.64,9.5
red,5,10.4,0.64,0.24,3.24,0.67,9.9
red,5,7.3,0.365,0.49,3.36,0.78,11
red,6,7,0.38,0.49,3.39,0.77,11.4
red,6,8.2,0.42,0.49,3.34,0.75,8.7
red,5,9.9,0.63,0.24,3.09,0.57,9.4
red,6,9.1,0.22,0.24,3.41,0.87,10.3
red,5,11.9,0.38,0.49,3.16,0.61,10.3
red,5,11.9,0.38,0.49,3.16,0.61,10.3
red,6,10.3,0.27,0.24,3.22,0.66,12.8
red,6,10,0.48,0.24,3.28,0.56,10
red,6,9.1,0.22,0.24,3.41,0.87,10.3
red,5,9.9,0.63,0.24,3.09,0.57,9.4
red,6,8.1,0.825,0.24,3.37,0.77,10.7
red,7,12.9,0.35,0.49,3.2,0.66,12
red,5,11.2,0.5,0.74,3.22,0.62,11.2
red,5,9.2,0.59,0.24,3.26,0.67,9.6
red,6,9.5,0.46,0.49,3.21,0.73,11
red,5,9.3,0.715,0.24,3.12,0.59,9.9
red,6,11.2,0.66,0.24,3.06,0.72,11
red,6,14.3,0.31,0.74,2.86,0.79,8.4
red,5,9.1,0.47,0.49,3.08,0.59,9.1
red,6,7.5,0.55,0.24,3.45,0.78,9.5
red,6,10.6,0.31,0.49,3.26,0.86,10.7
red,6,12.4,0.35,0.49,3.12,0.75,10.4
red,6,9,0.53,0.49,3.27,0.61,9.4
red,6,6.8,0.51,0.01,3.33,0.56,9.5
red,6,9.4,0.43,0.24,3.19,0.73,10
red,6,9.5,0.46,0.24,3.12,0.74,10
red,5,5,1.04,0.24,3.74,0.62,11.5
red,5,15.5,0.645,0.49,2.92,0.74,11.1
red,5,15.5,0.645,0.49,2.92,0.74,11.1
red,6,10.9,0.53,0.49,3.07,0.56,11.7
red,5,15.6,0.645,0.49,2.92,0.74,11.1
red,6,10.9,0.53,0.49,3.07,0.56,11.7
red,6,13,0.47,0.49,3.3,0.68,12.7
red,5,12.7,0.6,0.49,3.14,0.57,11.4
red,5,9,0.44,0.49,3.23,0.58,9.2
red,5,9,0.54,0.49,3.08,0.61,9.2
red,6,7.6,0.29,0.49,3.31,0.61,10.1
red,6,13,0.47,0.49,3.3,0.68,12.7
red,5,12.7,0.6,0.49,3.14,0.57,11.4
red,6,8.7,0.7,0.24,3.32,0.6,9
red,6,8.7,0.7,0.24,3.32,0.6,9
red,6,9.8,0.5,0.49,3.31,0.79,10.7
red,6,6.2,0.36,0.24,3.57,0.57,11.7
red,6,11.5,0.35,0.49,3.32,0.91,11
red,6,6.2,0.36,0.24,3.57,0.57,11.7
red,5,10.2,0.24,0.49,3.14,0.61,10.4
red,4,10.5,0.59,0.49,3.3,0.56,9.6
red,6,10.6,0.34,0.49,3.19,0.7,10
red,6,12.3,0.27,0.49,3.2,0.8,10.2
red,4,9.9,0.5,0.24,3.34,0.52,10
red,5,8.8,0.44,0.49,3.3,0.6,9.5
red,5,8.8,0.47,0.49,3.29,0.6,9.8
red,6,10.6,0.31,0.49,3.14,0.51,9.8
red,5,12.3,0.5,0.49,3.19,0.44,9.6
red,5,12.3,0.5,0.49,3.19,0.44,9.6
red,5,11.7,0.49,0.49,3.19,0.43,9.2
red,7,12,0.28,0.49,2.98,0.66,9.9
red,7,11.8,0.33,0.49,3.3,0.76,10.7
red,6,7.6,0.51,0.24,3.47,0.66,9.6
red,7,11.1,0.31,0.49,3.12,1.02,10.6
red,5,7.3,0.73,0.24,3.26,0.59,9.3
red,8,5,0.42,0.24,3.72,0.74,14
red,7,10.2,0.29,0.49,3.05,0.74,10.5
red,5,9,0.45,0.49,3.35,0.57,9.7
red,6,6.6,0.39,0.49,3.12,0.5,11.5
red,5,9,0.45,0.49,3.35,0.57,9.7
red,5,9.9,0.49,0.58,3.29,0.58,9
red,5,7.9,0.72,0.17,3.4,0.53,9.5
red,5,8.9,0.595,0.41,3.27,0.57,9.3
red,6,12.4,0.4,0.51,3.04,0.6,9.3
red,6,11.9,0.58,0.58,3.09,0.63,10
red,6,8.5,0.585,0.18,3.2,0.48,9.8
red,6,12.7,0.59,0.45,3,0.7,9.3
red,4,8.2,0.915,0.27,3.26,0.47,10
red,6,13.2,0.46,0.52,3.1,0.56,9
red,5,7.7,0.835,0,3.3,0.52,9.3
red,6,13.2,0.46,0.52,3.1,0.56,9
red,6,8.3,0.58,0.13,3.17,0.62,9.1
red,6,8.3,0.6,0.13,3.31,0.59,9.2
red,7,9.4,0.41,0.48,3.34,0.79,12.2
red,6,8.8,0.48,0.41,3.31,0.53,10.5
red,6,10.1,0.65,0.37,3.32,0.64,10.4
red,6,6.3,0.36,0.19,3.56,0.52,12.7
red,5,8.8,0.24,0.54,3.39,0.54,9.2
red,5,13.2,0.38,0.55,2.98,0.54,9.4
red,6,7.5,0.64,0,3.32,0.6,10
red,5,8.2,0.39,0.38,3.26,0.74,9.8
red,6,9.2,0.755,0.18,2.87,1.36,10.2
red,5,9.6,0.6,0.5,3.5,0.57,9.7
red,5,9.6,0.6,0.5,3.5,0.57,9.7
red,6,11.5,0.31,0.51,3.03,0.93,9.8
red,5,11.4,0.46,0.5,3.13,0.7,10.2
red,5,11.3,0.37,0.41,3.09,0.8,9.3
red,5,8.3,0.54,0.24,3.27,0.61,9.4
red,5,8.2,0.56,0.23,3.28,0.62,9.4
red,5,10,0.58,0.22,3.13,0.55,9.5
red,6,7.9,0.51,0.25,3.49,0.96,12.1
red,5,6.8,0.69,0,3.46,0.72,10.2
red,5,6.8,0.69,0,3.46,0.72,10.2
red,5,8.8,0.6,0.29,3.36,0.49,9.1
red,5,8.8,0.6,0.29,3.36,0.49,9.1
red,6,8.7,0.54,0.26,3.27,0.6,9.3
red,5,7.6,0.685,0.23,3.21,0.61,9.3
red,6,8.7,0.54,0.26,3.27,0.6,9.3
red,5,10.4,0.28,0.54,3.25,0.63,9.5
red,6,7.6,0.41,0.14,3.32,0.57,10.5
red,4,10.1,0.935,0.22,3.43,0.64,11.3
red,5,7.9,0.35,0.21,3.27,0.58,9.5
red,5,8.7,0.84,0,3.27,0.55,9.7
red,5,9.6,0.88,0.28,3.24,0.53,9.4
red,5,9.5,0.885,0.27,3.24,0.53,9.4
red,7,7.7,0.915,0.12,3.35,0.65,10.2
red,6,8.9,0.29,0.35,3.18,1.36,10.3
red,5,9.9,0.54,0.45,3.39,0.62,9.4
red,5,9.5,0.59,0.44,3.46,0.63,9.5
red,5,9.9,0.54,0.45,3.39,0.62,9.4
red,5,9.5,0.59,0.44,3.46,0.63,9.5
red,5,9.9,0.54,0.45,3.39,0.62,9.4
red,7,7.8,0.64,0.1,3.37,0.69,10.1
red,5,7.3,0.67,0.05,3.4,0.63,10.1
red,4,8.3,0.845,0.01,3.32,0.58,11
red,7,8.7,0.48,0.3,3.33,0.67,11.2
red,6,6.7,0.42,0.27,3.16,0.57,11.3
red,5,10.7,0.43,0.39,2.89,0.5,9.6
red,5,9.8,0.88,0.25,3.41,0.67,11.2
red,5,15.9,0.36,0.65,2.98,0.84,14.9
red,6,9.4,0.33,0.59,3.12,0.54,12
red,5,8.6,0.47,0.47,3.08,0.46,9.5
red,5,9.7,0.55,0.17,3.14,0.61,9.4
red,5,10.7,0.43,0.39,2.89,0.5,9.6
red,7,12,0.5,0.59,2.92,0.68,10.5
red,6,7.2,0.52,0.07,3.32,0.81,9.6
red,4,7.1,0.84,0.02,3.41,0.57,11
red,6,7.2,0.52,0.07,3.32,0.81,9.6
red,5,7.5,0.42,0.31,3.31,0.64,9
red,6,7.2,0.57,0.06,3.36,0.7,9.6
red,6,10.1,0.28,0.46,3.04,0.79,10.2
red,5,12.1,0.4,0.52,3.03,0.66,10.2
red,5,9.4,0.59,0.14,3.14,0.56,9.7
red,6,8.3,0.49,0.36,3.18,0.6,9.5
red,6,11.3,0.34,0.45,2.94,0.66,9.2
red,5,10,0.73,0.43,3.15,0.57,11
red,6,11.3,0.34,0.45,2.94,0.66,9.2
red,5,6.9,0.4,0.24,3.26,0.58,10
red,5,8.2,0.73,0.21,3.2,0.52,9.5
red,5,9.8,1.24,0.34,3.15,0.53,9.5
red,5,8.2,0.73,0.21,3.2,0.52,9.5
red,6,10.8,0.4,0.41,3.08,0.67,9.3
red,5,9.3,0.41,0.39,3.26,0.65,10.2
red,6,10.8,0.4,0.41,3.08,0.67,9.3
red,5,8.6,0.8,0.11,3.4,0.48,9.9
red,5,8.3,0.78,0.1,3.48,0.53,10
red,5,10.8,0.26,0.45,3.13,0.54,9.6
red,5,13.3,0.43,0.58,3.06,0.49,9
red,6,8,0.45,0.23,3.21,0.49,10.2
red,5,8.5,0.46,0.31,3.33,0.54,9.8
red,5,8.1,0.78,0.23,3.37,0.56,11.3
red,5,9.8,0.98,0.32,3.25,0.48,9.4
red,5,8.1,0.78,0.23,3.37,0.56,11.3
red,5,7.1,0.65,0.18,3.44,0.6,9.1
red,5,9.1,0.64,0.23,3.28,0.59,9.7
red,5,7.7,0.66,0.04,3.4,0.47,9.4
red,5,8.1,0.38,0.48,3.3,1.05,9.4
red,3,7.4,1.185,0,3.63,0.54,10.7
red,5,9.2,0.92,0.24,3.48,0.54,9.8
red,5,8.6,0.49,0.51,3.03,1.17,9
red,5,9,0.48,0.32,3.32,0.62,9.4
red,5,9,0.47,0.31,3.31,0.61,9.4
red,6,5.1,0.47,0.02,3.9,0.62,12.8
red,6,7,0.65,0.02,3.47,0.67,9.5
red,6,7,0.65,0.02,3.47,0.67,9.5
red,5,9.4,0.615,0.28,3.31,0.53,9.7
red,6,11.8,0.38,0.55,3.11,0.62,10.8
red,6,10.6,1.02,0.43,3.08,0.57,10.1
red,6,7,0.65,0.02,3.47,0.67,9.5
red,6,7,0.64,0.02,3.47,0.67,9.4
red,4,7.5,0.38,0.48,3.32,0.7,9.6
red,4,9.1,0.765,0.04,3.29,0.54,9.7
red,5,8.4,1.035,0.15,3.37,0.49,9.9
red,5,7,0.78,0.08,3.4,0.47,10
red,5,7.4,0.49,0.19,3.37,0.51,10.5
red,6,7.8,0.545,0.12,3.34,0.61,11.6
red,6,9.7,0.31,0.47,3.27,0.66,10
red,5,10.6,1.025,0.43,3.06,0.57,10.1
red,5,8.9,0.565,0.34,3.38,0.61,9.5
red,5,8.7,0.69,0,3.36,0.45,9.4
red,5,8,0.43,0.36,3.34,0.46,9.4
red,5,9.9,0.74,0.28,3.28,0.51,9.8
red,6,7.2,0.49,0.18,3.29,0.48,9.2
red,5,8,0.43,0.36,3.34,0.46,9.4
red,5,7.6,0.46,0.11,3.21,0.57,10
red,5,8.4,0.56,0.04,3.22,0.44,9.6
red,5,7.1,0.66,0,3.46,0.54,9.5
red,5,8.4,0.56,0.04,3.22,0.44,9.6
red,5,8.9,0.48,0.24,3.1,0.53,9.2
red,5,7.6,0.42,0.08,3.21,0.59,10
red,5,7.1,0.31,0.3,2.94,1.62,9.5
red,4,7.5,1.115,0.1,3.54,0.6,11.2
red,5,9,0.66,0.17,3.29,0.55,10.4
red,6,8.1,0.72,0.09,3.43,0.72,11.1
red,5,6.4,0.57,0.02,3.46,0.68,9.5
red,5,6.4,0.57,0.02,3.46,0.68,9.5
red,6,6.4,0.865,0.03,3.61,0.49,12.7
red,5,9.5,0.55,0.66,3.17,0.67,9.6
red,5,8.9,0.875,0.13,3.44,0.52,11.5
red,5,7.3,0.835,0.03,3.39,0.47,9.6
red,5,7,0.45,0.34,3.55,0.6,9.5
red,5,7.7,0.56,0.2,3.48,0.62,9.3
red,5,7.7,0.965,0.1,3.26,0.5,9.5
red,5,7.7,0.965,0.1,3.26,0.5,9.5
red,6,8.2,0.59,0,3.5,0.65,9.3
red,5,9,0.46,0.23,3.1,0.56,9.2
red,5,9,0.69,0,3.35,0.6,9.3
red,6,8.3,0.76,0.29,3.45,0.68,11.5
red,5,9.2,0.53,0.24,3.21,0.57,9.5
red,5,6.5,0.615,0,3.46,0.65,9.2
red,5,11.6,0.41,0.58,3.13,0.53,10
red,5,11.1,0.39,0.54,3.13,0.51,9.5
red,6,7.3,0.51,0.18,3.52,0.73,9.5
red,6,8.2,0.34,0.38,3.3,0.47,9
red,5,8.6,0.33,0.4,3.3,0.48,9.4
red,6,7.2,0.5,0.18,3.52,0.72,9.6
red,6,7.3,0.51,0.18,3.52,0.73,9.5
red,5,8.3,0.65,0.1,3.29,0.55,9.5
red,5,8.3,0.65,0.1,3.29,0.55,9.5
red,5,7.6,0.54,0.13,3.39,0.61,9.4
red,5,8.3,0.65,0.1,3.29,0.55,9.5
red,6,7.8,0.48,0.68,3.09,1.06,9.1
red,6,7.8,0.91,0.07,3.51,0.43,10.7
red,6,6.3,0.98,0.01,3.6,0.46,11.2
red,5,8.1,0.87,0,3.25,0.5,9.8
red,5,8.1,0.87,0,3.25,0.5,9.8
red,5,8.8,0.42,0.21,3.19,0.52,9.2
red,5,9,0.58,0.25,3.23,0.57,9.7
red,5,9.3,0.655,0.26,3.25,0.42,9.6
red,6,8.8,0.7,0,3.31,0.53,10
red,5,9.3,0.655,0.26,3.25,0.42,9.6
red,6,9.1,0.68,0.11,3.31,0.55,9.5
red,6,9.2,0.67,0.1,3.31,0.54,9.5
red,5,8.8,0.59,0.18,3.14,0.54,9.4
red,5,7.5,0.6,0.32,3.45,0.62,9.5
red,6,7.1,0.59,0.02,3.55,0.53,9.7
red,5,7.9,0.72,0.01,3.39,0.54,9.6
red,6,7.1,0.59,0.02,3.55,0.53,9.7
red,5,9.4,0.685,0.26,3.28,0.55,9.4
red,5,9.5,0.57,0.27,3.27,0.55,9.4
red,6,7.9,0.4,0.29,3.3,0.92,9.5
red,6,7.9,0.4,0.3,3.31,0.91,9.5
red,5,7.2,1,0,3.43,0.46,10
red,6,6.9,0.765,0.18,3.4,0.6,10.3
red,6,6.9,0.635,0.17,3.4,0.59,10.3
red,5,8.3,0.43,0.3,3.36,0.61,10.5
red,5,7.1,0.52,0.03,3.5,0.6,9.8
red,6,7,0.57,0,3.31,0.6,9.4
red,5,6.5,0.46,0.14,3.66,0.65,9.8
red,5,9,0.82,0.05,3.36,0.53,10
red,5,6.5,0.46,0.14,3.66,0.65,9.8
red,5,7.1,0.59,0.01,3.55,0.59,9.8
red,5,9.9,0.35,0.41,3.21,0.5,9.5
red,5,9.9,0.35,0.41,3.21,0.5,9.5
red,6,10,0.56,0.24,3.18,0.56,10.1
red,6,10,0.56,0.24,3.18,0.56,10.1
red,5,8.6,0.63,0.17,3.09,0.52,9.3
red,6,7.4,0.37,0.43,3.33,0.68,9.7
red,5,8.8,0.64,0.17,3.23,0.54,9.6
red,6,7.1,0.61,0.02,3.48,0.6,9.7
red,5,7.7,0.6,0,3.38,0.56,10.8
red,6,10.1,0.27,0.54,3.17,0.53,12.5
red,5,10.8,0.89,0.3,2.99,1.18,10.2
red,5,8.7,0.46,0.31,3.1,0.74,9.6
red,7,9.3,0.37,0.44,3.24,0.81,10.8
red,6,9.4,0.5,0.34,3.29,0.52,10.7
red,6,9.4,0.5,0.34,3.29,0.52,10.7
red,5,7.2,0.61,0.08,3.25,0.51,9.4
red,5,8.6,0.55,0.09,3.23,0.44,10
red,7,5.1,0.585,0,3.56,0.94,12.9
red,6,7.7,0.56,0.08,3.24,0.66,9.6
red,6,8.4,0.52,0.22,3.26,0.57,9.9
red,7,8.2,0.28,0.4,3.33,0.7,12.8
red,7,8.4,0.25,0.39,3.27,0.71,12.5
red,7,8.2,0.28,0.4,3.33,0.7,12.8
red,5,7.4,0.53,0.12,3.26,0.86,9.2
red,6,7.6,0.48,0.31,3.22,0.55,10.3
red,5,7.3,0.49,0.1,3.3,0.47,10.5
red,6,12.9,0.5,0.55,3.09,0.68,10.9
red,5,10.8,0.45,0.33,3.24,0.71,10.8
